0,wrd_length,total_char,syl_count,syl_sum,sentiment
"Bless us, O Lord, and these thy gifts.","[5, 2, 1, 4, 3, 5, 3, 5]",28,[1 1 1 1 1 1 1 1],8,0.0
Where's the sugar?,"[5, 2, 3, 5]",15,[1 0 1 2],4,0.0
"O, jay, there's no milk.","[1, 3, 5, 2, 2, 4]",17,[1 1 1 0 1 1],5,0.0
Stephen fetched the loaf and the pot of honey and the buttercooler from the locker.,"[7, 7, 3, 4, 3, 3, 3, 2, 5, 3, 3, 12, 4, 3, 6]",68,[2 1 1 1 1 1 1 1 2 1 1 4 1 1 2],21,0.0
Buck Mulligan sat down in a sudden pet.,"[4, 8, 3, 4, 2, 1, 6, 3]",31,[1 3 1 1 1 1 2 1],11,-0.0777777777778
--What sort of a kip is this?,"[4, 4, 2, 1, 3, 2, 4]",20,[1 1 1 1 1 1 1],7,0.0
he said.,"[2, 4]",6,[1 1],2,0.0
I told her to come after eight.,"[1, 4, 3, 2, 4, 5, 5]",24,[1 1 1 1 1 2 1],8,0.0
"--We can drink it black, Stephen said thirstily.","[2, 3, 5, 2, 5, 7, 4, 9]",37,[1 1 1 1 1 2 1 3],11,-0.166666666667
There's a lemon in the locker.,"[5, 2, 1, 5, 2, 3, 6]",24,[1 0 1 2 1 1 2],8,0.0
"--O, damn you and your Paris fads!","[1, 4, 3, 3, 4, 5, 4]",24,[1 1 1 1 1 2 1],8,0.0
Buck Mulligan said.,"[4, 8, 4]",16,[1 3 1],5,0.0
I want Sandycove milk.,"[1, 4, 9, 4]",18,[1 1 3 1],6,0.0
Haines came in from the doorway and said quietly:  --That woman is coming up with the milk.,"[6, 4, 2, 4, 3, 7, 3, 4, 7, 4, 5, 2, 6, 2, 4, 3, 4]",70,[1 1 1 1 1 2 1 1 3 1 2 1 2 1 1 1 1],22,0.0
--The blessings of God on you!,"[3, 9, 2, 3, 2, 3]",22,[1 2 1 1 1 1],7,0.0
"Buck Mulligan cried, jumping up from his chair.","[4, 8, 5, 7, 2, 4, 3, 5]",38,[1 3 1 2 1 1 1 1],11,0.0
Sit down.,"[3, 4]",7,[1 1],2,-0.155555555556
Pour out the tea there.,"[4, 3, 3, 3, 5]",18,[1 1 1 2 1],6,0.0
The sugar is in the bag.,"[3, 5, 2, 2, 3, 3]",18,[1 2 1 1 1 1],7,0.0
"Here, I can't go fumbling at the damned eggs.","[4, 1, 2, 3, 2, 8, 2, 3, 6, 4]",35,[1 1 1 0 1 2 1 1 1 1],10,0.0
"He hacked through the fry on the dish and slapped it out on three plates, saying:  --_In nomine Patris et Filii et Spiritus Sancti._  Haines sat down to pour out the tea.","[2, 6, 7, 3, 3, 2, 3, 4, 3, 7, 2, 3, 2, 5, 6, 6, 2, 6, 6, 2, 5, 2, 8, 6, 6, 3, 4, 2, 4, 3, 3, 3]",129,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 2 1 3 2 1 1 1 1 1 1 1 2],39,-0.155555555556
"--I'm giving you two lumps each, he said.","[1, 2, 6, 3, 3, 5, 4, 2, 4]",30,[1 0 2 1 1 1 2 1 1],10,0.0
"But, I say, Mulligan, you do make strong tea, don't you?","[3, 1, 3, 8, 3, 2, 4, 6, 3, 2, 3, 3]",41,[1 1 1 3 1 1 1 1 2 1 0 1],14,0.433333333333
"Buck Mulligan, hewing thick slices from the loaf, said in an old woman's wheedling voice:  --When I makes tea I makes tea, as old mother Grogan said.","[4, 8, 6, 5, 6, 4, 3, 4, 4, 2, 2, 3, 5, 2, 9, 5, 4, 1, 5, 3, 1, 5, 3, 2, 3, 6, 6, 4]",115,[1 3 2 1 1 1 1 1 1 1 1 1 2 0 2 1 1 1 1 2 1 1 2 1 1 2 2 1],36,-0.0333333333333
And when I makes water I makes water.,"[3, 4, 1, 5, 5, 1, 5, 5]",29,[1 1 1 1 2 1 1 2],10,0.0
"--By Jove, it is tea, Haines said.","[2, 4, 2, 2, 3, 6, 4]",23,[1 1 1 1 2 1 1],8,0.0
"Buck Mulligan went on hewing and wheedling:  --_So I do, Mrs Cahill,_ says she.","[4, 8, 4, 2, 6, 3, 9, 2, 1, 2, 3, 6, 4, 3]",57,[1 3 1 1 2 1 2 1 1 1 0 2 1 0],17,0.0
"_Begob, ma'am,_ says Mrs Cahill, _God send you don't make them in the one pot._  He lunged towards his messmates in turn a thick slice of bread, impaled on his knife.","[5, 5, 4, 3, 6, 3, 4, 3, 2, 3, 4, 4, 2, 3, 3, 3, 2, 6, 7, 3, 9, 2, 4, 1, 5, 5, 2, 5, 7, 2, 3, 5]",125,[2 2 1 0 2 1 1 1 1 0 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 2 2 1 1 1],37,-0.3
"--That's folk, he said very earnestly, for your book, Haines.","[4, 2, 4, 2, 4, 4, 9, 3, 4, 4, 6]",46,[1 0 1 1 1 2 4 1 1 1 1],14,0.2
Five lines of text and ten pages of notes about the folk and the fishgods of Dundrum.,"[4, 5, 2, 4, 3, 3, 5, 2, 5, 5, 3, 4, 3, 3, 8, 2, 7]",68,[1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 2],20,0.0
